merchant_id,merchant_category,merchant_risk_score,channel_default
M103795,Marketplace,0.583,P2P
M103796,Marketplace,0.263,Card Not Present
M103797,Utilities,0.175,Wire
M103798,Gaming,0.024,P2P
M103799,Utilities,0.216,Card Present
M103800,Digital Wallet,0.135,Online Banking
M103801,Grocery,0.183,P2P
M103802,Luxury,0.155,Online Banking
M103803,Gaming,0.295,Card Present
M103804,Utilities,0.111,Card Not Present
M103805,Gaming,0.249,Card Not Present
M103806,Marketplace,0.12,Wire
M103807,Electronics,0.02,Card Present
M103808,Travel,0.309,Online Banking
M103809,Digital Wallet,0.478,Card Not Present
M103810,Travel,0.07,Card Present
M103811,Grocery,0.567,Online Banking
M103812,Electronics,0.475,Card Not Present
M103813,Electronics,0.121,P2P
M103814,Gaming,0.232,P2P
M103815,Luxury,0.206,Card Present
M103816,Electronics,0.443,Card Not Present
M103817,Luxury,0.077,Online Banking
M103818,Electronics,0.286,Card Not Present
M103819,Electronics,0.075,Card Present
M103820,Electronics,0.528,Card Not Present
M103821,Marketplace,0.247,Card Not Present
M103822,Travel,0.37,Card Present
M103823,Fuel,0.121,Wire
M103824,Utilities,0.234,Online Banking
M103825,Luxury,0.054,Card Present
M103826,Electronics,0.259,Card Present
M103827,Travel,0.458,Wire
M103828,Utilities,0.269,Wire
M103829,Grocery,0.193,P2P
M103830,Luxury,0.073,Card Not Present
M103831,Luxury,0.097,Card Present
M103832,Luxury,0.068,Wire
M103833,Utilities,0.121,P2P
M103834,Electronics,0.117,P2P
M103835,Digital Wallet,0.068,Wire
M103836,Luxury,0.632,P2P
M103837,Marketplace,0.063,Online Banking
M103838,Grocery,0.45,Card Present
M103839,Telecom,0.162,Card Present
M103840,Luxury,0.067,Online Banking
M103841,Utilities,0.08,P2P
M103842,Gaming,0.134,Card Not Present
M103843,Utilities,0.147,Card Not Present
M103844,Luxury,0.201,P2P
M103845,Marketplace,0.213,Card Present
M103846,Grocery,0.168,Card Not Present
M103847,Fuel,0.354,Card Present
M103848,Gaming,0.033,Wire
M103849,Electronics,0.053,Card Present
M103850,Telecom,0.198,P2P
M103851,Telecom,0.319,Online Banking
M103852,Gaming,0.686,Card Not Present
M103853,Utilities,0.376,Online Banking
M103854,Travel,0.181,Card Present
M103855,Fuel,0.427,Card Present
M103856,Telecom,0.378,Card Not Present
M103857,Electronics,0.292,Card Present
M103858,Utilities,0.114,Card Present
M103859,Gaming,0.513,Online Banking
M103860,Digital Wallet,0.313,Card Not Present
M103861,Utilities,0.08,Online Banking
M103862,Fuel,0.213,Online Banking
M103863,Fuel,0.225,Wire
M103864,Utilities,0.08,Card Present
M103865,Grocery,0.366,Card Present
M103866,Utilities,0.244,Card Present
M103867,Telecom,0.332,Wire
M103868,Electronics,0.291,Wire
M103869,Electronics,0.299,Card Present
M103870,Fuel,0.165,Card Present
M103871,Utilities,0.397,Card Not Present
M103872,Luxury,0.241,P2P
M103873,Travel,0.625,Card Present
M103874,Grocery,0.329,P2P
M103875,Grocery,0.071,P2P
M103876,Grocery,0.176,Wire
M103877,Digital Wallet,0.508,Card Not Present
M103878,Grocery,0.191,Wire
M103879,Telecom,0.138,Wire
M103880,Luxury,0.078,Wire
M103881,Marketplace,0.078,Wire
M103882,Gaming,0.159,P2P
M103883,Fuel,0.474,Card Not Present
M103884,Grocery,0.286,Online Banking
M103885,Utilities,0.355,Wire
M103886,Grocery,0.183,Wire
M103887,Utilities,0.221,Card Not Present
M103888,Gaming,0.451,Wire
M103889,Grocery,0.266,Wire
M103890,Gaming,0.046,Online Banking
M103891,Luxury,0.521,Wire
M103892,Digital Wallet,0.66,Card Not Present
M103893,Luxury,0.143,Card Not Present
M103894,Grocery,0.313,Online Banking
M103895,Grocery,0.094,P2P
M103896,Marketplace,0.502,Wire
M103897,Utilities,0.721,Online Banking
M103898,Gaming,0.1,Wire
M103899,Digital Wallet,0.25,Card Present
M103900,Electronics,0.337,Wire
M103901,Grocery,0.088,Online Banking
M103902,Fuel,0.077,Card Not Present
M103903,Grocery,0.091,Online Banking
M103904,Fuel,0.461,P2P
M103905,Grocery,0.16,Card Present
M103906,Electronics,0.251,Online Banking
M103907,Fuel,0.113,P2P
M103908,Electronics,0.269,Card Present
M103909,Grocery,0.415,Online Banking
M103910,Fuel,0.309,Wire
M103911,Digital Wallet,0.072,Card Not Present
M103912,Utilities,0.483,Card Not Present
M103913,Gaming,0.191,Online Banking
M103914,Utilities,0.053,Card Not Present
M103915,Telecom,0.131,P2P
M103916,Gaming,0.282,P2P
M103917,Luxury,0.135,Card Not Present
M103918,Telecom,0.561,Online Banking
M103919,Luxury,0.673,P2P
M103920,Travel,0.058,Card Present
M103921,Electronics,0.229,Wire
M103922,Fuel,0.341,Online Banking
M103923,Electronics,0.39,Card Present
M103924,Gaming,0.413,P2P
M103925,Luxury,0.609,Card Not Present
M103926,Utilities,0.155,Card Present
M103927,Digital Wallet,0.363,P2P
M103928,Electronics,0.264,Card Present
M103929,Fuel,0.06,Card Not Present
M103930,Electronics,0.469,Wire
M103931,Marketplace,0.145,Card Present
M103932,Luxury,0.604,Card Not Present
M103933,Electronics,0.052,P2P
M103934,Digital Wallet,0.291,Card Not Present
M103935,Telecom,0.24,Wire
M103936,Grocery,0.163,Wire
M103937,Digital Wallet,0.612,Card Not Present
M103938,Gaming,0.171,Wire
M103939,Grocery,0.353,Card Present
M103940,Luxury,0.292,Wire
M103941,Marketplace,0.247,Card Present
M103942,Marketplace,0.316,Online Banking
M103943,Luxury,0.359,Wire
M103944,Luxury,0.136,Card Present
M103945,Digital Wallet,0.308,Online Banking
M103946,Travel,0.213,Online Banking
M103947,Marketplace,0.187,Online Banking
M103948,Gaming,0.323,P2P
M103949,Telecom,0.072,Wire
M103950,Travel,0.618,Card Present
M103951,Telecom,0.281,P2P
M103952,Telecom,0.39,P2P
M103953,Electronics,0.377,Card Present
M103954,Travel,0.158,Card Not Present
M103955,Electronics,0.177,Card Present
M103956,Gaming,0.174,Online Banking
M103957,Gaming,0.19,Online Banking
M103958,Travel,0.425,P2P
M103959,Gaming,0.097,Online Banking
M103960,Utilities,0.554,Card Not Present
M103961,Digital Wallet,0.162,P2P
M103962,Travel,0.449,Card Not Present
M103963,Electronics,0.315,Online Banking
M103964,Telecom,0.079,Online Banking
M103965,Fuel,0.442,P2P
M103966,Marketplace,0.365,Card Not Present
M103967,Electronics,0.148,Card Present
M103968,Digital Wallet,0.519,Wire
M103969,Telecom,0.319,Wire
M103970,Gaming,0.092,Card Present
M103971,Fuel,0.203,Wire
M103972,Telecom,0.071,Online Banking
M103973,Travel,0.578,Card Not Present
M103974,Gaming,0.302,P2P
M103975,Luxury,0.109,P2P
M103976,Telecom,0.021,Card Present
M103977,Electronics,0.209,Wire
M103978,Luxury,0.637,Online Banking
M103979,Fuel,0.218,Card Not Present
M103980,Gaming,0.101,P2P
M103981,Luxury,0.191,P2P
M103982,Electronics,0.136,Online Banking
M103983,Digital Wallet,0.117,Wire
M103984,Fuel,0.19,Online Banking
M103985,Luxury,0.304,P2P
M103986,Grocery,0.137,Card Present
M103987,Gaming,0.388,Card Present
M103988,Gaming,0.083,P2P
M103989,Grocery,0.058,Card Present
M103990,Gaming,0.069,Online Banking
M103991,Digital Wallet,0.228,Card Present
M103992,Fuel,0.398,Card Present
M103993,Electronics,0.012,Wire
M103994,Gaming,0.487,Card Present
M103995,Fuel,0.188,Card Present
M103996,Travel,0.427,Card Not Present
M103997,Telecom,0.475,P2P
M103998,Telecom,0.561,P2P
M103999,Telecom,0.374,P2P
M104000,Luxury,0.261,Wire
M104001,Fuel,0.479,Online Banking
M104002,Fuel,0.23,P2P
M104003,Grocery,0.44,Online Banking
M104004,Gaming,0.074,Card Not Present
M104005,Grocery,0.364,Wire
M104006,Fuel,0.122,Online Banking
M104007,Fuel,0.075,Card Present
M104008,Grocery,0.271,Card Present
M104009,Utilities,0.07,Card Not Present
M104010,Grocery,0.299,P2P
M104011,Electronics,0.148,P2P
M104012,Telecom,0.176,P2P
M104013,Gaming,0.377,Card Present
M104014,Digital Wallet,0.163,Wire
M104015,Marketplace,0.583,P2P
M104016,Marketplace,0.263,Card Not Present
M104017,Utilities,0.175,Wire
M104018,Gaming,0.024,P2P
M104019,Utilities,0.216,Card Present
M104020,Digital Wallet,0.135,Online Banking
M104021,Grocery,0.183,P2P
M104022,Luxury,0.155,Online Banking
M104023,Gaming,0.295,Card Present
M104024,Utilities,0.111,Card Not Present
M104025,Gaming,0.249,Card Not Present
M104026,Marketplace,0.12,Wire
M104027,Electronics,0.02,Card Present
M104028,Travel,0.309,Online Banking
M104029,Digital Wallet,0.478,Card Not Present
M104030,Travel,0.07,Card Present
M104031,Grocery,0.567,Online Banking
M104032,Electronics,0.475,Card Not Present
M104033,Electronics,0.121,P2P
M104034,Gaming,0.232,P2P
M104035,Luxury,0.206,Card Present
M104036,Electronics,0.443,Card Not Present
M104037,Luxury,0.077,Online Banking
M104038,Electronics,0.286,Card Not Present
M104039,Electronics,0.075,Card Present
M104040,Electronics,0.528,Card Not Present
M104041,Marketplace,0.247,Card Not Present
M104042,Travel,0.37,Card Present
M104043,Fuel,0.121,Wire
M104044,Utilities,0.234,Online Banking
M104045,Luxury,0.054,Card Present
M104046,Electronics,0.259,Card Present
M104047,Travel,0.458,Wire
M104048,Utilities,0.269,Wire
M104049,Grocery,0.193,P2P
M104050,Luxury,0.073,Card Not Present
M104051,Luxury,0.097,Card Present
M104052,Luxury,0.068,Wire
M104053,Utilities,0.121,P2P
M104054,Electronics,0.117,P2P
M104055,Digital Wallet,0.068,Wire
M104056,Luxury,0.632,P2P
M104057,Marketplace,0.063,Online Banking
M104058,Grocery,0.45,Card Present
M104059,Telecom,0.162,Card Present
M104060,Luxury,0.067,Online Banking
M104061,Utilities,0.08,P2P
M104062,Gaming,0.134,Card Not Present
M104063,Utilities,0.147,Card Not Present
M104064,Luxury,0.201,P2P
M104065,Marketplace,0.213,Card Present
M104066,Grocery,0.168,Card Not Present
M104067,Fuel,0.354,Card Present
M104068,Gaming,0.033,Wire
M104069,Electronics,0.053,Card Present
M104070,Telecom,0.198,P2P
M104071,Telecom,0.319,Online Banking
M104072,Gaming,0.686,Card Not Present
M104073,Utilities,0.376,Online Banking
M104074,Travel,0.181,Card Present
M104075,Fuel,0.427,Card Present
M104076,Telecom,0.378,Card Not Present
M104077,Electronics,0.292,Card Present
M104078,Utilities,0.114,Card Present
M104079,Gaming,0.513,Online Banking
M104080,Digital Wallet,0.313,Card Not Present
M104081,Utilities,0.08,Online Banking
M104082,Fuel,0.213,Online Banking
M104083,Fuel,0.225,Wire
M104084,Utilities,0.08,Card Present
M104085,Grocery,0.366,Card Present
M104086,Utilities,0.244,Card Present
M104087,Telecom,0.332,Wire
M104088,Electronics,0.291,Wire
M104089,Electronics,0.299,Card Present
M104090,Fuel,0.165,Card Present
M104091,Utilities,0.397,Card Not Present
M104092,Luxury,0.241,P2P
M104093,Travel,0.625,Card Present
M104094,Grocery,0.329,P2P
M104095,Grocery,0.071,P2P
M104096,Grocery,0.176,Wire
M104097,Digital Wallet,0.508,Card Not Present
M104098,Grocery,0.191,Wire
M104099,Telecom,0.138,Wire
M104100,Luxury,0.078,Wire
M104101,Marketplace,0.078,Wire
M104102,Gaming,0.159,P2P
M104103,Fuel,0.474,Card Not Present
M104104,Grocery,0.286,Online Banking
M104105,Utilities,0.355,Wire
M104106,Grocery,0.183,Wire
M104107,Utilities,0.221,Card Not Present
M104108,Gaming,0.451,Wire
M104109,Grocery,0.266,Wire
M104110,Gaming,0.046,Online Banking
M104111,Luxury,0.521,Wire
M104112,Digital Wallet,0.66,Card Not Present
M104113,Luxury,0.143,Card Not Present
M104114,Grocery,0.313,Online Banking
M104115,Grocery,0.094,P2P
M104116,Marketplace,0.502,Wire
M104117,Utilities,0.721,Online Banking
M104118,Gaming,0.1,Wire
M104119,Digital Wallet,0.25,Card Present
M104120,Electronics,0.337,Wire
M104121,Grocery,0.088,Online Banking
M104122,Fuel,0.077,Card Not Present
M104123,Grocery,0.091,Online Banking
M104124,Fuel,0.461,P2P
M104125,Grocery,0.16,Card Present
M104126,Electronics,0.251,Online Banking
M104127,Fuel,0.113,P2P
M104128,Electronics,0.269,Card Present
M104129,Grocery,0.415,Online Banking
M104130,Fuel,0.309,Wire
M104131,Digital Wallet,0.072,Card Not Present
M104132,Utilities,0.483,Card Not Present
M104133,Gaming,0.191,Online Banking
M104134,Utilities,0.053,Card Not Present
M104135,Telecom,0.131,P2P
M104136,Gaming,0.282,P2P
M104137,Luxury,0.135,Card Not Present
M104138,Telecom,0.561,Online Banking
M104139,Luxury,0.673,P2P
M104140,Travel,0.058,Card Present
M104141,Electronics,0.229,Wire
M104142,Fuel,0.341,Online Banking
M104143,Electronics,0.39,Card Present
M104144,Gaming,0.413,P2P
M104145,Luxury,0.609,Card Not Present
M104146,Utilities,0.155,Card Present
M104147,Digital Wallet,0.363,P2P
M104148,Electronics,0.264,Card Present
M104149,Fuel,0.06,Card Not Present
M104150,Electronics,0.469,Wire
M104151,Marketplace,0.145,Card Present
M104152,Luxury,0.604,Card Not Present
M104153,Electronics,0.052,P2P
M104154,Digital Wallet,0.291,Card Not Present
M104155,Telecom,0.24,Wire
M104156,Grocery,0.163,Wire
M104157,Digital Wallet,0.612,Card Not Present
M104158,Gaming,0.171,Wire
M104159,Grocery,0.353,Card Present
M104160,Luxury,0.292,Wire
M104161,Marketplace,0.247,Card Present
M104162,Marketplace,0.316,Online Banking
M104163,Luxury,0.359,Wire
M104164,Luxury,0.136,Card Present
M104165,Digital Wallet,0.308,Online Banking
M104166,Travel,0.213,Online Banking
M104167,Marketplace,0.187,Online Banking
M104168,Gaming,0.323,P2P
M104169,Telecom,0.072,Wire
M104170,Travel,0.618,Card Present
M104171,Telecom,0.281,P2P
M104172,Telecom,0.39,P2P
M104173,Electronics,0.377,Card Present
M104174,Travel,0.158,Card Not Present
M104175,Electronics,0.177,Card Present
M104176,Gaming,0.174,Online Banking
M104177,Gaming,0.19,Online Banking
M104178,Travel,0.425,P2P
M104179,Gaming,0.097,Online Banking
M104180,Utilities,0.554,Card Not Present
M104181,Digital Wallet,0.162,P2P
M104182,Travel,0.449,Card Not Present
M104183,Electronics,0.315,Online Banking
M104184,Telecom,0.079,Online Banking
M104185,Fuel,0.442,P2P
M104186,Marketplace,0.365,Card Not Present
M104187,Electronics,0.148,Card Present
M104188,Digital Wallet,0.519,Wire
M104189,Telecom,0.319,Wire
M104190,Gaming,0.092,Card Present
M104191,Fuel,0.203,Wire
M104192,Telecom,0.071,Online Banking
M104193,Travel,0.578,Card Not Present
M104194,Gaming,0.302,P2P
M104195,Luxury,0.109,P2P
M104196,Telecom,0.021,Card Present
M104197,Electronics,0.209,Wire
M104198,Luxury,0.637,Online Banking
M104199,Fuel,0.218,Card Not Present
M104200,Gaming,0.101,P2P
M104201,Luxury,0.191,P2P
M104202,Electronics,0.136,Online Banking
M104203,Digital Wallet,0.117,Wire
M104204,Fuel,0.19,Online Banking
M104205,Luxury,0.304,P2P
M104206,Grocery,0.137,Card Present
M104207,Gaming,0.388,Card Present
M104208,Gaming,0.083,P2P
M104209,Grocery,0.058,Card Present
M104210,Gaming,0.069,Online Banking
M104211,Digital Wallet,0.228,Card Present
M104212,Fuel,0.398,Card Present
M104213,Electronics,0.012,Wire
M104214,Gaming,0.487,Card Present
M104215,Fuel,0.188,Card Present
M104216,Travel,0.427,Card Not Present
M104217,Telecom,0.475,P2P
M104218,Telecom,0.561,P2P
M104219,Telecom,0.374,P2P
M104220,Luxury,0.261,Wire
M104221,Fuel,0.479,Online Banking
M104222,Fuel,0.23,P2P
M104223,Grocery,0.44,Online Banking
M104224,Gaming,0.074,Card Not Present
M104225,Grocery,0.364,Wire
M104226,Fuel,0.122,Online Banking
M104227,Fuel,0.075,Card Present
M104228,Grocery,0.271,Card Present
M104229,Utilities,0.07,Card Not Present
M104230,Grocery,0.299,P2P
M104231,Electronics,0.148,P2P
M104232,Telecom,0.176,P2P
M104233,Gaming,0.377,Card Present
M104234,Digital Wallet,0.163,Wire
M104235,Marketplace,0.583,P2P
M104236,Marketplace,0.263,Card Not Present
M104237,Utilities,0.175,Wire
M104238,Gaming,0.024,P2P
M104239,Utilities,0.216,Card Present
M104240,Digital Wallet,0.135,Online Banking
M104241,Grocery,0.183,P2P
M104242,Luxury,0.155,Online Banking
M104243,Gaming,0.295,Card Present
M104244,Utilities,0.111,Card Not Present
M104245,Gaming,0.249,Card Not Present
M104246,Marketplace,0.12,Wire
M104247,Electronics,0.02,Card Present
M104248,Travel,0.309,Online Banking
M104249,Digital Wallet,0.478,Card Not Present
M104250,Travel,0.07,Card Present
M104251,Grocery,0.567,Online Banking
M104252,Electronics,0.475,Card Not Present
M104253,Electronics,0.121,P2P
M104254,Gaming,0.232,P2P
M104255,Luxury,0.206,Card Present
M104256,Electronics,0.443,Card Not Present
M104257,Luxury,0.077,Online Banking
M104258,Electronics,0.286,Card Not Present
M104259,Electronics,0.075,Card Present
M104260,Electronics,0.528,Card Not Present
M104261,Marketplace,0.247,Card Not Present
M104262,Travel,0.37,Card Present
M104263,Fuel,0.121,Wire
M104264,Utilities,0.234,Online Banking
M104265,Luxury,0.054,Card Present
M104266,Electronics,0.259,Card Present
M104267,Travel,0.458,Wire
M104268,Utilities,0.269,Wire
M104269,Grocery,0.193,P2P
M104270,Luxury,0.073,Card Not Present
M104271,Luxury,0.097,Card Present
M104272,Luxury,0.068,Wire
M104273,Utilities,0.121,P2P
M104274,Electronics,0.117,P2P
M104275,Digital Wallet,0.068,Wire
M104276,Luxury,0.632,P2P
M104277,Marketplace,0.063,Online Banking
M104278,Grocery,0.45,Card Present
M104279,Telecom,0.162,Card Present
M104280,Luxury,0.067,Online Banking
M104281,Utilities,0.08,P2P
M104282,Gaming,0.134,Card Not Present
M104283,Utilities,0.147,Card Not Present
M104284,Luxury,0.201,P2P
M104285,Marketplace,0.213,Card Present
M104286,Grocery,0.168,Card Not Present
M104287,Fuel,0.354,Card Present
M104288,Gaming,0.033,Wire
M104289,Electronics,0.053,Card Present
M104290,Telecom,0.198,P2P
M104291,Telecom,0.319,Online Banking
M104292,Gaming,0.686,Card Not Present
M104293,Utilities,0.376,Online Banking
M104294,Travel,0.181,Card Present
M104295,Fuel,0.427,Card Present
M104296,Telecom,0.378,Card Not Present
M104297,Electronics,0.292,Card Present
M104298,Utilities,0.114,Card Present
M104299,Gaming,0.513,Online Banking
M104300,Digital Wallet,0.313,Card Not Present
M104301,Utilities,0.08,Online Banking
M104302,Fuel,0.213,Online Banking
M104303,Fuel,0.225,Wire
M104304,Utilities,0.08,Card Present
M104305,Grocery,0.366,Card Present
M104306,Utilities,0.244,Card Present
M104307,Telecom,0.332,Wire
M104308,Electronics,0.291,Wire
M104309,Electronics,0.299,Card Present
M104310,Fuel,0.165,Card Present
M104311,Utilities,0.397,Card Not Present
M104312,Luxury,0.241,P2P
M104313,Travel,0.625,Card Present
M104314,Grocery,0.329,P2P
M104315,Grocery,0.071,P2P
M104316,Grocery,0.176,Wire
M104317,Digital Wallet,0.508,Card Not Present
M104318,Grocery,0.191,Wire
M104319,Telecom,0.138,Wire
M104320,Luxury,0.078,Wire
M104321,Marketplace,0.078,Wire
M104322,Gaming,0.159,P2P
M104323,Fuel,0.474,Card Not Present
M104324,Grocery,0.286,Online Banking
M104325,Utilities,0.355,Wire
M104326,Grocery,0.183,Wire
M104327,Utilities,0.221,Card Not Present
M104328,Gaming,0.451,Wire
M104329,Grocery,0.266,Wire
M104330,Gaming,0.046,Online Banking
M104331,Luxury,0.521,Wire
M104332,Digital Wallet,0.66,Card Not Present
M104333,Luxury,0.143,Card Not Present
M104334,Grocery,0.313,Online Banking
M104335,Grocery,0.094,P2P
M104336,Marketplace,0.502,Wire
M104337,Utilities,0.721,Online Banking
M104338,Gaming,0.1,Wire
M104339,Digital Wallet,0.25,Card Present
M104340,Electronics,0.337,Wire
M104341,Grocery,0.088,Online Banking
M104342,Fuel,0.077,Card Not Present
M104343,Grocery,0.091,Online Banking
M104344,Fuel,0.461,P2P
M104345,Grocery,0.16,Card Present
M104346,Electronics,0.251,Online Banking
M104347,Fuel,0.113,P2P
M104348,Electronics,0.269,Card Present
M104349,Grocery,0.415,Online Banking
M104350,Fuel,0.309,Wire
M104351,Digital Wallet,0.072,Card Not Present
M104352,Utilities,0.483,Card Not Present
M104353,Gaming,0.191,Online Banking
M104354,Utilities,0.053,Card Not Present
M104355,Telecom,0.131,P2P
M104356,Gaming,0.282,P2P
M104357,Luxury,0.135,Card Not Present
M104358,Telecom,0.561,Online Banking
M104359,Luxury,0.673,P2P
M104360,Travel,0.058,Card Present
M104361,Electronics,0.229,Wire
M104362,Fuel,0.341,Online Banking
M104363,Electronics,0.39,Card Present
M104364,Gaming,0.413,P2P
M104365,Luxury,0.609,Card Not Present
M104366,Utilities,0.155,Card Present
M104367,Digital Wallet,0.363,P2P
M104368,Electronics,0.264,Card Present
M104369,Fuel,0.06,Card Not Present
M104370,Electronics,0.469,Wire
M104371,Marketplace,0.145,Card Present
M104372,Luxury,0.604,Card Not Present
M104373,Electronics,0.052,P2P
M104374,Digital Wallet,0.291,Card Not Present
M104375,Telecom,0.24,Wire
M104376,Grocery,0.163,Wire
M104377,Digital Wallet,0.612,Card Not Present
M104378,Gaming,0.171,Wire
M104379,Grocery,0.353,Card Present
M104380,Luxury,0.292,Wire
M104381,Marketplace,0.247,Card Present
M104382,Marketplace,0.316,Online Banking
M104383,Luxury,0.359,Wire
M104384,Luxury,0.136,Card Present
M104385,Digital Wallet,0.308,Online Banking
M104386,Travel,0.213,Online Banking
M104387,Marketplace,0.187,Online Banking
M104388,Gaming,0.323,P2P
M104389,Telecom,0.072,Wire
M104390,Travel,0.618,Card Present
M104391,Telecom,0.281,P2P
M104392,Telecom,0.39,P2P
M104393,Electronics,0.377,Card Present
M104394,Travel,0.158,Card Not Present
M104395,Electronics,0.177,Card Present
M104396,Gaming,0.174,Online Banking
M104397,Gaming,0.19,Online Banking
M104398,Travel,0.425,P2P
M104399,Gaming,0.097,Online Banking
M104400,Utilities,0.554,Card Not Present
M104401,Digital Wallet,0.162,P2P
M104402,Travel,0.449,Card Not Present
M104403,Electronics,0.315,Online Banking
M104404,Telecom,0.079,Online Banking
M104405,Fuel,0.442,P2P
M104406,Marketplace,0.365,Card Not Present
M104407,Electronics,0.148,Card Present
M104408,Digital Wallet,0.519,Wire
M104409,Telecom,0.319,Wire
M104410,Gaming,0.092,Card Present
M104411,Fuel,0.203,Wire
M104412,Telecom,0.071,Online Banking
M104413,Travel,0.578,Card Not Present
M104414,Gaming,0.302,P2P
M104415,Luxury,0.109,P2P
M104416,Telecom,0.021,Card Present
M104417,Electronics,0.209,Wire
M104418,Luxury,0.637,Online Banking
M104419,Fuel,0.218,Card Not Present
M104420,Gaming,0.101,P2P
M104421,Luxury,0.191,P2P
M104422,Electronics,0.136,Online Banking
M104423,Digital Wallet,0.117,Wire
M104424,Fuel,0.19,Online Banking
M104425,Luxury,0.304,P2P
M104426,Grocery,0.137,Card Present
M104427,Gaming,0.388,Card Present
M104428,Gaming,0.083,P2P
M104429,Grocery,0.058,Card Present
M104430,Gaming,0.069,Online Banking
M104431,Digital Wallet,0.228,Card Present
M104432,Fuel,0.398,Card Present
M104433,Electronics,0.012,Wire
M104434,Gaming,0.487,Card Present
M104435,Fuel,0.188,Card Present
M104436,Travel,0.427,Card Not Present
M104437,Telecom,0.475,P2P
M104438,Telecom,0.561,P2P
M104439,Telecom,0.374,P2P
M104440,Luxury,0.261,Wire
M104441,Fuel,0.479,Online Banking
M104442,Fuel,0.23,P2P
M104443,Grocery,0.44,Online Banking
M104444,Gaming,0.074,Card Not Present
M104445,Grocery,0.364,Wire
M104446,Fuel,0.122,Online Banking
M104447,Fuel,0.075,Card Present
M104448,Grocery,0.271,Card Present
M104449,Utilities,0.07,Card Not Present
M104450,Grocery,0.299,P2P
M104451,Electronics,0.148,P2P
M104452,Telecom,0.176,P2P
M104453,Gaming,0.377,Card Present
M104454,Digital Wallet,0.163,Wire
M104455,Marketplace,0.583,P2P
M104456,Marketplace,0.263,Card Not Present
M104457,Utilities,0.175,Wire
M104458,Gaming,0.024,P2P
M104459,Utilities,0.216,Card Present
M104460,Digital Wallet,0.135,Online Banking
M104461,Grocery,0.183,P2P
M104462,Luxury,0.155,Online Banking
M104463,Gaming,0.295,Card Present
M104464,Utilities,0.111,Card Not Present
M104465,Gaming,0.249,Card Not Present
M104466,Marketplace,0.12,Wire
M104467,Electronics,0.02,Card Present
M104468,Travel,0.309,Online Banking
M104469,Digital Wallet,0.478,Card Not Present
M104470,Travel,0.07,Card Present
M104471,Grocery,0.567,Online Banking
M104472,Electronics,0.475,Card Not Present
M104473,Electronics,0.121,P2P
M104474,Gaming,0.232,P2P
M104475,Luxury,0.206,Card Present
M104476,Electronics,0.443,Card Not Present
M104477,Luxury,0.077,Online Banking
M104478,Electronics,0.286,Card Not Present
M104479,Electronics,0.075,Card Present
M104480,Electronics,0.528,Card Not Present
M104481,Marketplace,0.247,Card Not Present
M104482,Travel,0.37,Card Present
M104483,Fuel,0.121,Wire
M104484,Utilities,0.234,Online Banking
M104485,Luxury,0.054,Card Present
M104486,Electronics,0.259,Card Present
M104487,Travel,0.458,Wire
M104488,Utilities,0.269,Wire
M104489,Grocery,0.193,P2P
M104490,Luxury,0.073,Card Not Present
M104491,Luxury,0.097,Card Present
M104492,Luxury,0.068,Wire
M104493,Utilities,0.121,P2P
M104494,Electronics,0.117,P2P
M104495,Digital Wallet,0.068,Wire
M104496,Luxury,0.632,P2P
M104497,Marketplace,0.063,Online Banking
M104498,Grocery,0.45,Card Present
M104499,Telecom,0.162,Card Present
M104500,Luxury,0.067,Online Banking
M104501,Utilities,0.08,P2P
M104502,Gaming,0.134,Card Not Present
M104503,Utilities,0.147,Card Not Present
M104504,Luxury,0.201,P2P
M104505,Marketplace,0.213,Card Present
M104506,Grocery,0.168,Card Not Present
M104507,Fuel,0.354,Card Present
M104508,Gaming,0.033,Wire
M104509,Electronics,0.053,Card Present
M104510,Telecom,0.198,P2P
M104511,Telecom,0.319,Online Banking
M104512,Gaming,0.686,Card Not Present
M104513,Utilities,0.376,Online Banking
M104514,Travel,0.181,Card Present
M104515,Fuel,0.427,Card Present
M104516,Telecom,0.378,Card Not Present
M104517,Electronics,0.292,Card Present
M104518,Utilities,0.114,Card Present
M104519,Gaming,0.513,Online Banking
M104520,Digital Wallet,0.313,Card Not Present
M104521,Utilities,0.08,Online Banking
M104522,Fuel,0.213,Online Banking
M104523,Fuel,0.225,Wire
M104524,Utilities,0.08,Card Present
M104525,Grocery,0.366,Card Present
M104526,Utilities,0.244,Card Present
M104527,Telecom,0.332,Wire
M104528,Electronics,0.291,Wire
M104529,Electronics,0.299,Card Present
M104530,Fuel,0.165,Card Present
M104531,Utilities,0.397,Card Not Present
M104532,Luxury,0.241,P2P
M104533,Travel,0.625,Card Present
M104534,Grocery,0.329,P2P
M104535,Grocery,0.071,P2P
M104536,Grocery,0.176,Wire
M104537,Digital Wallet,0.508,Card Not Present
M104538,Grocery,0.191,Wire
M104539,Telecom,0.138,Wire
M104540,Luxury,0.078,Wire
M104541,Marketplace,0.078,Wire
M104542,Gaming,0.159,P2P
M104543,Fuel,0.474,Card Not Present
M104544,Grocery,0.286,Online Banking
M104545,Utilities,0.355,Wire
M104546,Grocery,0.183,Wire
M104547,Utilities,0.221,Card Not Present
M104548,Gaming,0.451,Wire
M104549,Grocery,0.266,Wire
M104550,Gaming,0.046,Online Banking
M104551,Luxury,0.521,Wire
M104552,Digital Wallet,0.66,Card Not Present
M104553,Luxury,0.143,Card Not Present
