customer_id,age,tenure_months,segment,home_country,digital_only,kyc_risk_band,synthetic_identity_score
C104371,20,1970-03-05,Mass,CA,1,Low,0.301
C105637,30,1970-03-05,Mass,US,1,High,0.101
C105922,58,1970-03-05,Mass,AE,1,High,0.16
C103780,41,1970-03-05,Mass,UK,1,Low,0.174
C100304,51,1970-03-05,Mass,UK,1,Low,0.335
C101897,77,1970-03-05,SME,US,0,Medium,0.207
C101292,36,1970-03-05,Mass,SG,1,Medium,0.107
C100070,28,1970-03-05,Mass,IN,1,Low,0.142
C104144,61,1970-03-05,Affluent,US,1,Low,0.28
C101305,41,1970-03-05,Mass,AE,0,Medium,0.139
C102780,68,1970-03-05,Affluent,US,1,High,0.144
C105251,52,1970-03-05,SME,SG,1,Low,0.309
C104224,18,1970-03-05,Mass,UK,1,Low,0.026
C101665,18,1970-03-05,Mass,UK,0,Low,0.284
C101340,66,1970-03-05,Mass,IN,1,Medium,0.12
C100831,75,1970-03-05,Mass,US,1,High,0.062
C102571,28,1970-03-05,Mass,US,0,Medium,0.041
C101456,46,1970-03-06,Mass,US,0,Medium,0.055
C103207,40,1970-03-06,Mass,US,1,Low,0.026
C103246,66,1970-03-06,Mass,US,1,Low,0.273
C100238,66,1970-03-06,Mass,SG,0,Low,0.271
C100092,45,1970-03-06,Mass,US,0,High,0.48
C105709,60,1970-03-06,Mass,IN,0,Low,0.093
C102944,77,1970-03-06,Mass,IN,1,Low,0.206
C102519,74,1970-03-06,Affluent,US,1,Medium,0.076
C102771,77,1970-03-06,Affluent,US,0,High,0.351
C102603,63,1970-03-06,Mass,SG,1,Low,0.125
C105306,48,1970-03-06,Mass,SG,1,Medium,0.232
C103439,32,1970-03-06,Affluent,US,0,Medium,0.227
C101001,31,1970-03-06,Affluent,CA,1,Low,0.283
C102042,41,1970-03-06,Mass,US,0,Medium,0.006
C105178,22,1970-03-06,Mass,US,1,High,0.306
C103428,63,1970-03-06,Mass,AE,0,Low,0.063
C102615,34,1970-03-06,Mass,US,1,Low,0.057
C101504,72,1970-03-06,Mass,US,1,Low,0.019
C100957,48,1970-03-06,Affluent,AE,0,Low,0.384
C103801,56,1970-03-06,Mass,US,1,Medium,0.123
C105312,73,1970-03-06,Affluent,US,0,Low,0.015
C104761,59,1970-03-06,Mass,UK,1,Low,0.093
C101532,57,1970-03-06,Mass,SG,1,Medium,0.23
C102302,41,1970-03-06,Mass,US,1,Low,0.261
C100411,20,1970-03-07,Mass,US,0,Medium,0.278
C101405,67,1970-03-07,Mass,US,0,Low,0.333
C103347,35,1970-03-07,Mass,US,1,Medium,0.059
C105758,46,1970-03-07,Mass,US,0,Low,0.186
C101788,40,1970-03-07,Mass,US,0,Low,0.307
C102881,48,1970-03-07,Affluent,SG,0,Medium,0.184
C103050,69,1970-03-07,Mass,UK,1,Medium,0.25
C102087,47,1970-03-07,Mass,UK,1,Low,0.407
C101034,66,1970-03-07,Affluent,CA,1,Low,0.354
C105263,70,1970-03-07,Mass,US,1,Medium,0.093
C105885,54,1970-03-07,Mass,US,1,Medium,0.351
C105220,76,1970-03-07,Affluent,UK,0,Low,0.317
C100931,58,1970-03-07,Mass,CA,0,Low,0.115
C105471,33,1970-03-07,Mass,US,0,Medium,0.388
C103328,58,1970-03-07,Mass,IN,0,Medium,0.118
C100633,65,1970-03-07,Mass,UK,0,Low,0.117
C101741,66,1970-03-07,Mass,UK,1,Low,0.223
C100498,20,1970-03-07,Mass,US,1,Low,0.261
C100937,74,1970-03-07,Mass,UK,1,Low,0.206
C100415,59,1970-03-07,Mass,CA,1,Low,0.036
C102328,65,1970-03-07,Mass,CA,1,Medium,0.144
C103279,29,1970-03-07,Mass,IN,0,Low,0.459
C103586,36,1970-03-07,Mass,US,1,Low,0.287
C104367,18,1970-03-07,Mass,AE,0,Low,0.057
C104912,40,1970-03-08,Mass,US,1,High,0.007
C100757,58,1970-03-08,Mass,CA,1,Low,0.011
C101616,32,1970-03-08,Affluent,US,1,Low,0.205
C101041,65,1970-03-08,Mass,US,0,Medium,0.017
C103631,72,1970-03-08,Mass,SG,1,Low,0.103
C104653,37,1970-03-08,Mass,US,0,Low,0.227
C104464,25,1970-03-08,Mass,US,1,Low,0.088
C102462,22,1970-03-08,Mass,SG,1,Low,0.063
C100596,34,1970-03-08,Affluent,UK,1,Medium,0.2
C104043,52,1970-03-08,Mass,IN,1,Low,0.076
C102763,54,1970-03-08,Mass,IN,0,Medium,0.238
C101068,64,1970-03-08,Mass,US,1,High,0.176
C102195,49,1970-03-08,Affluent,CA,0,Low,0.124
C103039,36,1970-03-08,Mass,US,0,Medium,0.007
C105604,26,1970-03-08,Mass,US,1,Low,0.107
C103227,26,1970-03-08,Affluent,US,1,Medium,0.019
C100652,34,1970-03-08,Mass,US,1,Low,0.032
C104624,28,1970-03-08,Mass,US,1,Low,0.115
C105331,33,1970-03-08,Affluent,IN,0,Low,0.162
C105167,46,1970-03-08,Mass,IN,0,Low,0.38
C102716,46,1970-03-08,Mass,US,1,High,0.3
C104853,43,1970-03-08,Mass,US,0,High,0.011
C105901,51,1970-03-08,Mass,UK,1,Low,0.176
C102699,69,1970-03-08,Mass,US,0,Low,0.074
C104545,57,1970-03-09,Affluent,US,1,Low,0.093
C100075,71,1970-03-09,Mass,US,1,Low,0.452
C103666,71,1970-03-09,Mass,IN,1,Medium,0.014
C105924,28,1970-03-09,Affluent,US,1,Medium,0.145
C102929,23,1970-03-09,Mass,UK,0,Low,0.058
C105528,70,1970-03-09,Mass,US,0,Low,0.047
C105955,37,1970-03-09,Mass,US,0,Low,0.096
C103803,22,1970-03-09,Mass,AE,0,High,0.181
C105025,45,1970-03-09,SME,CA,0,Low,0.237
C105282,41,1970-03-09,Affluent,US,1,Low,0.09
C102484,65,1970-03-09,Mass,IN,1,Low,0.157
C104791,68,1970-03-09,Mass,US,1,High,0.307
C101010,59,1970-03-09,Mass,UK,1,High,0.124
C101029,50,1970-03-09,Affluent,UK,1,Low,0.053
C102842,25,1970-03-09,Mass,CA,0,Medium,0.059
C100828,43,1970-03-09,SME,IN,0,Low,0.233
C102706,22,1970-03-09,Mass,IN,0,Low,0.131
C101876,38,1970-03-09,Mass,IN,0,Medium,0.517
C100096,19,1970-03-09,Affluent,US,1,Low,0.142
C103378,31,1970-03-09,Mass,CA,0,Low,0.037
C104597,62,1970-03-09,Mass,SG,1,Medium,0.304
C104595,38,1970-03-09,Mass,IN,0,Medium,0.302
C104841,61,1970-03-09,Affluent,CA,1,Low,0.19
C101200,50,1970-03-09,Mass,AE,1,Low,0.037
C100621,46,1970-03-10,Mass,IN,0,Low,0.239
C105453,50,1970-03-10,Affluent,CA,0,Medium,0.211
C101412,42,1970-03-10,SME,IN,1,Low,0.129
C100566,38,1970-03-10,Mass,SG,0,Low,0.227
C100543,71,1970-03-10,Mass,IN,0,Medium,0.213
C101334,29,1970-03-10,Mass,US,0,Low,0.081
C104299,62,1970-03-10,Mass,IN,1,Low,0.056
C100051,41,1970-03-10,Mass,IN,1,Low,0.269
C105046,75,1970-03-10,Mass,IN,1,Medium,0.044
C102067,47,1970-03-10,Mass,IN,0,Low,0.023
C103872,47,1970-03-10,Mass,US,0,Low,0.087
C101558,56,1970-03-10,Mass,IN,1,Low,0.456
C100745,47,1970-03-10,Mass,US,1,Medium,0.018
C104525,28,1970-03-10,Mass,IN,1,Low,0.081
C104671,51,1970-03-10,Mass,US,1,Low,0.08
C101467,20,1970-03-10,Mass,US,1,Medium,0.067
C104462,18,1970-03-10,Mass,UK,0,Low,0.254
C100195,25,1970-03-10,SME,US,0,High,0.245
C103400,38,1970-03-10,Mass,IN,1,High,0.14
C104267,50,1970-03-10,Mass,US,1,Low,0.119
C103779,60,1970-03-10,Affluent,CA,1,Low,0.172
C100802,67,1970-03-10,Affluent,AE,0,Medium,0.125
C101618,61,1970-03-10,Mass,US,1,Low,0.059
C105186,48,1970-03-10,Mass,US,1,High,0.081
C104437,48,1970-03-11,Affluent,CA,1,Low,0.404
C100620,40,1970-03-11,Affluent,SG,1,Medium,0.088
C105339,44,1970-03-11,Mass,US,1,Low,0.423
C104148,26,1970-03-11,Mass,UK,1,High,0.051
C103626,38,1970-03-11,Affluent,IN,0,Low,0.044
C104112,20,1970-03-11,Mass,US,0,Low,0.514
C103406,64,1970-03-11,Mass,US,1,Medium,0.179
C103384,76,1970-03-11,Mass,UK,0,Low,0.32
C100644,76,1970-03-11,SME,US,1,Low,0.1
C102789,71,1970-03-11,Mass,US,0,Low,0.007
C105436,51,1970-03-11,Mass,IN,1,Medium,0.188
C101789,61,1970-03-11,Mass,US,1,Medium,0.022
C101061,74,1970-03-11,Mass,UK,0,High,0.235
C104157,22,1970-03-11,Affluent,CA,0,Low,0.134
C104599,56,1970-03-11,Mass,SG,0,Medium,0.036
C100120,70,1970-03-11,Mass,AE,0,Low,0.042
C102916,45,1970-03-11,Mass,IN,1,Low,0.225
C103880,32,1970-03-11,Mass,US,0,Low,0.173
C104129,49,1970-03-11,Affluent,CA,0,High,0.212
C104819,64,1970-03-11,Mass,US,1,Low,0.103
C103194,22,1970-03-11,Mass,US,1,Low,0.08
C101230,71,1970-03-11,SME,IN,0,Low,0.109
C102760,25,1970-03-11,Mass,IN,1,Low,0.404
C105537,43,1970-03-11,Mass,AE,0,Low,0.07
C105574,45,1970-03-12,Affluent,US,1,Low,0.024
C105952,55,1970-03-12,Mass,AE,1,Low,0.459
C103306,74,1970-03-12,Mass,US,1,Low,0.162
C100134,22,1970-03-12,Affluent,US,1,Low,0.212
C103483,74,1970-03-12,Mass,AE,1,High,0.103
C102579,66,1970-03-12,Mass,IN,0,Medium,0.073
C102840,55,1970-03-12,Mass,SG,0,Low,0.149
C103792,50,1970-03-12,Mass,AE,0,Medium,0.524
C105716,74,1970-03-12,Mass,US,0,Low,0.106
C102218,53,1970-03-12,Mass,US,0,Low,0.417
C100511,45,1970-03-12,Affluent,UK,0,High,0.14
C105984,50,1970-03-12,SME,US,1,Low,0.337
C100062,76,1970-03-12,Affluent,US,1,Low,0.003
C101553,19,1970-03-12,Mass,US,0,Low,0.334
C103770,43,1970-03-12,Affluent,AE,1,Low,0.467
C105216,70,1970-03-12,Mass,IN,1,Medium,0.058
C105588,27,1970-03-12,Mass,IN,1,Medium,0.301
C101718,34,1970-03-12,Mass,US,1,Medium,0.097
C102860,47,1970-03-12,Mass,US,0,Medium,0.148
C104370,31,1970-03-12,Mass,US,1,Low,0.264
C102095,39,1970-03-12,Mass,US,1,Low,0.241
C100679,69,1970-03-12,Mass,US,0,Low,0.289
C103686,30,1970-03-12,Mass,US,1,Low,0.14
C101211,42,1970-03-12,Mass,US,0,Low,0.055
C100122,74,1970-03-13,Mass,US,1,Low,0.085
C102641,43,1970-03-13,Affluent,UK,1,Low,0.247
C103085,65,1970-03-13,SME,US,1,Medium,0.149
C104077,18,1970-03-13,Affluent,AE,1,Low,0.25
C104917,74,1970-03-13,SME,AE,1,High,0.103
C103176,66,1970-03-13,SME,IN,0,Low,0.121
C101210,70,1970-03-13,SME,UK,1,High,0.137
C100567,42,1970-03-13,SME,UK,0,Low,0.108
C103429,41,1970-03-13,Affluent,SG,1,Low,0.055
C100548,56,1970-03-13,Mass,US,0,Low,0.089
C100864,65,1970-03-13,Mass,US,1,Low,0.011
C104539,45,1970-03-13,Mass,US,1,High,0.13
C101392,22,1970-03-13,Mass,US,1,Low,0.152
C105725,24,1970-03-13,Mass,US,1,Low,0.139
C102402,29,1970-03-13,Mass,IN,0,High,0.327
C103984,18,1970-03-13,Affluent,US,1,Low,0.219
C102057,25,1970-03-13,Mass,CA,1,Low,0.041
C104770,21,1970-03-13,Mass,US,1,Low,0.393
C100720,70,1970-03-13,Mass,IN,1,Low,0.232
C103837,35,1970-03-13,Mass,IN,1,Medium,0.143
C102882,67,1970-03-13,Mass,CA,1,Low,0.066
C100690,30,1970-03-13,Mass,UK,1,Medium,0.174
C100602,54,1970-03-13,Affluent,AE,0,Low,0.314
C102215,22,1970-03-13,Affluent,US,1,Medium,0.152
C104967,53,1970-03-14,Affluent,IN,0,Medium,0.229
C105375,73,1970-03-14,Mass,US,0,High,0.017
C105015,24,1970-03-14,SME,US,0,High,0.025
C105577,29,1970-03-14,Mass,IN,1,Low,0.188
C100503,63,1970-03-14,Mass,AE,1,Low,0.06
C104502,75,1970-03-14,Mass,IN,1,Medium,0.116
C100318,32,1970-03-14,Mass,IN,1,Low,0.473
C105878,37,1970-03-14,Mass,AE,0,Low,0.524
C105513,73,1970-03-14,Mass,US,0,Medium,0.094
C100274,60,1970-03-14,Affluent,CA,1,Low,0.337
C105155,63,1970-03-14,SME,US,0,High,0.368
C103620,70,1970-03-14,Mass,US,0,Low,0.189
C101361,58,1970-03-14,Affluent,US,1,Medium,0.144
C104195,55,1970-03-14,Mass,US,0,Low,0.312
C101526,57,1970-03-14,Affluent,SG,1,Medium,0.442
C102366,24,1970-03-14,Affluent,UK,1,Medium,0.143
C103375,22,1970-03-14,Mass,AE,1,Medium,0.214
C104160,77,1970-03-14,Mass,US,0,Low,0.399
C102291,30,1970-03-14,Mass,SG,0,Low,0.051
C103288,29,1970-03-14,Mass,IN,1,Low,0.174
C103875,40,1970-03-14,Mass,UK,1,Low,0.067
C103558,43,1970-03-14,Mass,IN,1,Medium,0.053
C105157,33,1970-03-14,Mass,US,1,Low,0.076
C100945,44,1970-03-14,Mass,AE,0,Medium,0.264
C104716,34,1970-03-15,Mass,US,0,Medium,0.218
C105781,43,1970-03-15,Affluent,US,1,Low,0.395
C100295,34,1970-03-15,Mass,CA,0,High,0.162
C103166,33,1970-03-15,Mass,CA,1,Low,0.149
C102182,38,1970-03-15,Mass,US,0,Low,0.184
C100298,53,1970-03-15,Mass,UK,1,Low,0.177
C100068,53,1970-03-15,Affluent,US,0,Low,0.303
C104392,68,1970-03-15,Affluent,UK,0,High,0.062
C100736,41,1970-03-15,Affluent,US,0,Medium,0.158
C103475,25,1970-03-15,Affluent,US,0,Low,0.108
C104266,61,1970-03-15,Affluent,US,1,Low,0.206
C102988,48,1970-03-15,Mass,IN,1,Medium,0.149
C103646,32,1970-03-15,Mass,IN,1,Medium,0.091
C101503,56,1970-03-15,Mass,SG,0,Low,0.035
C102072,69,1970-03-15,Mass,IN,1,Low,0.196
C100150,47,1970-03-15,Affluent,UK,0,Low,0.03
C100756,54,1970-03-15,Mass,UK,0,Low,0.067
C105898,66,1970-03-15,Mass,US,1,Low,0.245
C103501,37,1970-03-15,Mass,US,0,Low,0.206
C101703,28,1970-03-15,Mass,IN,0,Low,0.24
C105466,48,1970-03-15,Affluent,US,1,Low,0.234
C102104,33,1970-03-15,Mass,US,0,Medium,0.029
C100169,71,1970-03-15,Mass,US,1,Medium,0.113
C102154,65,1970-03-15,Mass,US,1,Low,0.194
C100376,40,1970-03-16,Mass,US,0,Low,0.181
C102025,55,1970-03-16,Affluent,US,1,Medium,0.009
C100859,34,1970-03-16,SME,IN,1,Medium,0.015
C102687,55,1970-03-16,Mass,US,1,Low,0.191
C105035,54,1970-03-16,Affluent,US,1,High,0.038
C105348,35,1970-03-16,Mass,SG,1,High,0.279
C100378,57,1970-03-16,Affluent,IN,1,Medium,0.454
C104783,61,1970-03-16,Mass,US,1,Low,0.101
C105456,64,1970-03-16,Affluent,IN,1,Medium,0.289
C101294,23,1970-03-16,Mass,US,1,Medium,0.185
C104971,53,1970-03-16,Mass,UK,1,Low,0.141
C101432,73,1970-03-16,Mass,IN,1,High,0.311
C105325,35,1970-03-16,Mass,US,1,Medium,0.108
C105859,42,1970-03-16,Mass,US,1,Medium,0.231
C102942,32,1970-03-16,Mass,CA,1,Low,0.421
C101779,47,1970-03-16,SME,US,0,Low,0.166
C103388,40,1970-03-16,Mass,IN,1,High,0.416
C105162,48,1970-03-16,Mass,AE,1,Low,0.307
C105135,72,1970-03-16,Mass,US,0,Medium,0.008
C103543,50,1970-03-16,Mass,SG,0,Medium,0.325
C100841,58,1970-03-16,Mass,IN,1,Low,0.017
C102572,38,1970-03-16,Mass,US,0,Low,0.143
C101189,73,1970-03-16,Mass,US,1,Low,0.043
C100175,58,1970-03-16,Mass,US,1,Low,0.084
C104775,25,1970-03-17,Mass,US,1,High,0.078
C100927,70,1970-03-17,Mass,US,1,Medium,0.126
C103258,59,1970-03-17,Mass,UK,0,Low,0.141
C100045,70,1970-03-17,SME,US,1,Low,0.103
C101260,75,1970-03-17,Affluent,US,1,Medium,0.042
C101096,63,1970-03-17,Mass,US,1,Low,0.678
C101443,73,1970-03-17,Mass,US,0,Low,0.38
C102107,38,1970-03-17,Affluent,UK,1,Medium,0.125
C105003,47,1970-03-17,Mass,US,1,Low,0.351
C101187,61,1970-03-17,Mass,US,1,Low,0.077
C105093,32,1970-03-17,Affluent,CA,1,Low,0.363
C103787,71,1970-03-17,Mass,US,0,Low,0.176
C101030,68,1970-03-17,Mass,US,1,Medium,0.099
C104817,33,1970-03-17,Mass,AE,1,Low,0.28
C100300,34,1970-03-17,Mass,US,1,Medium,0.172
C102523,38,1970-03-17,Mass,US,0,Medium,0.033
C101472,22,1970-03-17,Mass,US,1,Medium,0.173
C100283,26,1970-03-17,Mass,AE,0,Low,0.115
C104382,70,1970-03-17,Affluent,US,0,Medium,0.692
C102480,30,1970-03-17,Mass,IN,0,Low,0.365
C104755,77,1970-03-17,Mass,US,1,Low,0.315
C103346,24,1970-03-17,Mass,US,1,High,0.195
C101813,59,1970-03-17,Mass,US,0,Low,0.048
C103887,61,1970-03-17,Mass,US,0,Low,0.153
C104313,26,1970-03-18,Mass,IN,1,Medium,0.169
C104141,48,1970-03-18,Mass,UK,1,Medium,0.109
C105061,43,1970-03-18,Mass,US,0,Low,0.253
C104827,24,1970-03-18,Mass,US,0,High,0.402
C102932,67,1970-03-18,Affluent,IN,1,Low,0.365
C102119,37,1970-03-18,Mass,CA,0,Low,0.081
C105657,52,1970-03-18,Mass,US,1,Low,0.161
C104814,51,1970-03-18,Mass,US,1,Low,0.44
C103807,50,1970-03-18,Mass,US,1,Low,0.078
C105705,24,1970-03-18,Mass,AE,0,Low,0.016
C105774,60,1970-03-18,Mass,UK,1,High,0.194
C102330,38,1970-03-18,Mass,US,1,Low,0.046
C102029,40,1970-03-18,Mass,UK,0,Medium,0.105
C105464,42,1970-03-18,Mass,CA,0,Medium,0.219
C100257,30,1970-03-18,Mass,US,1,Low,0.118
C100507,59,1970-03-18,Mass,CA,1,Low,0.124
C101942,34,1970-03-18,Mass,UK,0,Low,0.122
C100099,64,1970-03-18,SME,CA,1,Low,0.064
C102955,62,1970-03-18,Affluent,US,1,High,0.064
C100744,35,1970-03-18,Affluent,US,0,Low,0.316
C104570,20,1970-03-18,Mass,US,1,Medium,0.167
C105552,77,1970-03-18,SME,UK,1,Low,0.159
C101375,47,1970-03-18,Affluent,US,1,Low,0.436
C103866,66,1970-03-18,Mass,SG,0,Low,0.293
C103819,69,1970-03-19,Mass,IN,0,Medium,0.046
C103682,50,1970-03-19,Mass,US,0,Medium,0.335
C101954,19,1970-03-19,Affluent,US,1,Low,0.283
C104746,62,1970-03-19,SME,CA,0,Low,0.603
C101157,31,1970-03-19,Mass,US,1,Medium,0.152
C104368,32,1970-03-19,Mass,US,1,High,0.117
C103365,64,1970-03-19,Mass,US,1,Low,0.435
C104905,52,1970-03-19,Mass,US,1,Low,0.227
C101437,54,1970-03-19,Mass,IN,1,Low,0.272
C100366,23,1970-03-19,Affluent,UK,1,Low,0.39
C104813,25,1970-03-19,SME,CA,0,Low,0.416
C102941,66,1970-03-19,Mass,US,1,Medium,0.059
C100402,43,1970-03-19,Mass,US,1,Low,0.094
C104644,40,1970-03-19,Mass,US,1,Low,0.239
C105654,49,1970-03-19,Mass,AE,1,Low,0.135
C100949,32,1970-03-19,Mass,US,1,High,0.202
C102781,44,1970-03-19,Mass,US,0,Medium,0.002
C100019,64,1970-03-19,Mass,US,1,Low,0.138
C100229,58,1970-03-19,SME,US,0,Medium,0.174
C104187,23,1970-03-19,Mass,US,1,Low,0.476
C100668,24,1970-03-19,Mass,SG,1,Low,0.452
C100218,70,1970-03-19,SME,US,0,Low,0.1
C105007,49,1970-03-19,Mass,IN,1,High,0.223
C104024,50,1970-03-19,Mass,SG,1,Low,0.081
C103571,57,1970-03-20,Mass,IN,1,Medium,0.081
C102513,64,1970-03-20,Mass,IN,0,Medium,0.134
C104390,31,1970-03-20,SME,US,0,Low,0.128
C100585,26,1970-03-20,Mass,IN,0,Medium,0.299
C101912,34,1970-03-20,Mass,US,0,Medium,0.106
C105377,72,1970-03-20,Mass,IN,0,Low,0.177
C104431,48,1970-03-20,Mass,UK,1,Low,0.129
C104347,74,1970-03-20,Affluent,CA,0,Medium,0.032
C103829,63,1970-03-20,Mass,US,0,Medium,0.211
C103479,41,1970-03-20,Mass,UK,0,Low,0.103
C104577,49,1970-03-20,Mass,UK,1,Low,0.121
C100777,31,1970-03-20,Mass,IN,1,Medium,0.034
C102314,22,1970-03-20,Mass,IN,0,Low,0.022
C101018,74,1970-03-20,Mass,CA,0,Medium,0.461
C101606,33,1970-03-20,Mass,AE,1,Medium,0.109
C102505,19,1970-03-20,Mass,US,1,Low,0.364
C102807,20,1970-03-20,Mass,US,1,Low,0.174
C104588,52,1970-03-20,Affluent,US,1,Low,0.075
C103213,43,1970-03-20,Mass,US,0,Low,0.027
C101491,77,1970-03-20,SME,IN,1,Low,0.362
C104984,40,1970-03-20,Affluent,US,1,Medium,0.213
C105247,45,1970-03-20,Affluent,SG,0,Low,0.204
C104340,45,1970-03-20,Mass,IN,0,Low,0.016
C103660,22,1970-03-20,Mass,US,1,Low,0.377
C104487,52,1970-03-21,Mass,US,1,Low,0.075
C102877,40,1970-03-21,Affluent,UK,0,Low,0.335
C101593,56,1970-03-21,Affluent,US,0,Low,0.403
C100517,20,1970-03-21,Affluent,US,1,Low,0.011
C100321,42,1970-03-21,Mass,US,1,Medium,0.208
C105264,77,1970-03-21,Mass,US,1,High,0.135
C105635,35,1970-03-21,Affluent,US,1,Low,0.056
C104099,44,1970-03-21,Mass,IN,1,High,0.146
C103689,47,1970-03-21,Affluent,UK,1,Low,0.094
C100217,19,1970-03-21,Mass,CA,0,Low,0.094
C102655,56,1970-03-21,Mass,US,1,Low,0.08
C102388,77,1970-03-21,Mass,US,1,Low,0.017
C100360,65,1970-03-21,Mass,SG,1,Low,0.294
C104375,31,1970-03-21,Mass,US,0,Medium,0.229
C103336,35,1970-03-21,Affluent,US,1,Low,0.081
C103010,61,1970-03-21,Mass,IN,0,Medium,0.024
C102318,39,1970-03-21,Mass,UK,1,Low,0.461
C101052,36,1970-03-21,Mass,CA,0,Medium,0.196
C105140,22,1970-03-21,Mass,US,1,Medium,0.052
C100759,29,1970-03-21,Affluent,US,0,Low,0.049
C104667,21,1970-03-21,Affluent,AE,1,Low,0.036
C105277,55,1970-03-21,Mass,CA,1,Low,0.2
C105995,36,1970-03-21,Mass,US,1,Medium,0.185
C101426,67,1970-03-21,Mass,US,1,Low,0.252
C104407,69,1970-03-22,Affluent,AE,0,Low,0.236
C103697,32,1970-03-22,Mass,IN,1,High,0.205
C100214,43,1970-03-22,Mass,US,0,Low,0.066
C101614,38,1970-03-22,SME,US,0,Low,0.15
C104675,53,1970-03-22,Mass,UK,1,Low,0.356
C101717,31,1970-03-22,Mass,US,0,Low,0.102
C102741,70,1970-03-22,Mass,US,0,Medium,0.126
C102053,62,1970-03-22,Affluent,US,1,Low,0.547
C102998,23,1970-03-22,Mass,IN,0,Low,0.109
C101983,35,1970-03-22,Affluent,US,0,High,0.192
C101702,47,1970-03-22,Mass,SG,1,Medium,0.246
C103101,39,1970-03-22,Mass,SG,1,Low,0.3
C103034,74,1970-03-22,Mass,AE,1,Medium,0.172
C105327,39,1970-03-22,Affluent,UK,0,Low,0.215
C100196,28,1970-03-22,Affluent,CA,1,Medium,0.094
C100725,77,1970-03-22,SME,US,0,Low,0.14
C103918,67,1970-03-22,Mass,UK,1,Medium,0.043
C101512,73,1970-03-22,Mass,US,1,Medium,0.149
C102623,58,1970-03-22,SME,AE,1,Low,0.145
C104538,38,1970-03-22,Mass,US,1,Low,0.034
C104695,50,1970-03-22,Mass,SG,1,Medium,0.106
C101056,18,1970-03-22,Mass,US,1,Medium,0.057
C104993,45,1970-03-22,Mass,CA,1,Low,0.092
C100887,27,1970-03-22,Affluent,US,0,Low,0.161
C102698,52,1970-03-23,Mass,UK,1,Low,0.294
C101092,72,1970-03-23,Mass,SG,0,Low,0.008
C105097,21,1970-03-23,Mass,IN,0,Medium,0.095
C104125,64,1970-03-23,Affluent,US,0,Low,0.215
C100568,36,1970-03-23,Affluent,AE,0,Low,0.094
C100516,46,1970-03-23,Mass,US,1,Low,0.72
C103628,48,1970-03-23,Mass,SG,1,Medium,0.236
C104829,18,1970-03-23,Mass,UK,0,Low,0.112
C102149,73,1970-03-23,SME,US,1,Low,0.235
C100139,66,1970-03-23,Mass,SG,1,Medium,0.037
C105829,42,1970-03-23,Affluent,US,1,Low,0.058
C105274,24,1970-03-23,SME,US,0,Low,0.094
C102284,49,1970-03-23,Affluent,SG,0,Low,0.113
C105010,46,1970-03-23,Mass,UK,0,Low,0.207
C101149,69,1970-03-23,Mass,CA,1,Medium,0.087
C104048,61,1970-03-23,Mass,AE,1,Low,0.363
C102498,63,1970-03-23,Mass,US,1,Medium,0.223
C102273,21,1970-03-23,Mass,US,1,Medium,0.126
C102526,42,1970-03-23,Mass,AE,1,Medium,0.117
C100463,67,1970-03-23,Mass,UK,0,Medium,0.297
C103307,69,1970-03-23,Affluent,US,1,Medium,0.058
C103132,72,1970-03-23,Mass,US,1,Low,0.048
C104985,53,1970-03-23,SME,IN,1,Medium,0.037
C100594,71,1970-03-23,Affluent,US,0,Low,0.207
C103080,56,1970-03-24,Mass,UK,1,Medium,0.469
C101807,57,1970-03-24,SME,US,1,Low,0.092
C105136,45,1970-03-24,Mass,SG,1,Medium,0.28
C100450,20,1970-03-24,Affluent,US,1,Low,0.135
C103043,30,1970-03-24,Mass,UK,0,Low,0.07
C105826,32,1970-03-24,Affluent,SG,1,Medium,0.156
C100518,29,1970-03-24,Mass,US,1,Low,0.478
C102522,68,1970-03-24,Mass,US,1,Low,0.199
C100312,20,1970-03-24,Mass,UK,1,Medium,0.098
C105887,55,1970-03-24,Mass,SG,1,Medium,0.584
C104483,40,1970-03-24,Mass,SG,0,Low,0.158
C102647,53,1970-03-24,Affluent,IN,1,High,0.118
C103437,44,1970-03-24,Mass,US,1,High,0.306
C101174,26,1970-03-24,Mass,CA,1,High,0.101
C103532,40,1970-03-24,Mass,SG,0,Medium,0.311
C100451,50,1970-03-24,Affluent,UK,0,Low,0.553
C105037,18,1970-03-24,Mass,US,1,Low,0.186
C103424,19,1970-03-24,Mass,US,1,Low,0.393
C101112,26,1970-03-24,Mass,US,1,High,0.039
C104844,22,1970-03-24,Mass,US,0,Medium,0.01
C101578,53,1970-03-24,Mass,IN,1,Medium,0.54
C100890,50,1970-03-24,Mass,US,1,Low,0.208
C101615,58,1970-03-24,Mass,IN,1,Low,0.229
C104348,53,1970-03-24,Mass,US,0,Medium,0.193
C103979,76,1970-03-25,Mass,UK,1,Medium,0.057
C105680,44,1970-03-25,Affluent,IN,0,Low,0.135
C105839,33,1970-03-25,Affluent,UK,0,High,0.09
C102925,43,1970-03-25,Mass,US,0,Low,0.146
C101263,43,1970-03-25,Mass,IN,1,Low,0.246
C105615,66,1970-03-25,Mass,CA,1,Low,0.272
C100999,53,1970-03-25,Affluent,US,0,Low,0.022
C103761,69,1970-03-25,Mass,CA,0,Medium,0.047
C101359,69,1970-03-25,SME,IN,1,Low,0.212
C105994,25,1970-03-25,Mass,AE,1,Low,0.102
