transaction_id,event_ts,customer_id,merchant_id,channel,transaction_amount_usd,txn_country,txn_hour,device_risk_score,new_device_flag,velocity_1h,velocity_24h,geo_distance_km,merchant_risk_score_x,is_night_flag,alert_generated,fraud_label,customer_match,merchant_match,age,tenure_months,segment,home_country,digital_only,kyc_risk_band,synthetic_identity_score,merchant_category,merchant_risk_score_y,channel_default,risk_score_v2,risk_category_v2,recommended_action,sla_priority,top_reason_codes,reason_code_1,reason_code_2,reason_code_3,reason_codes
T9030799,2025-04-17 17:06:00,C101349,M101349,Online Banking,41.79,IN,2,0.204,0,1,2,39.3,0.183,1,0,0,True,True,51.0,1970-03-29,Affluent,AE,1.0,High,0.257,Grocery,0.058,Card Present,19.66795,Low Risk,Monitor / sample audit,Weekly monitoring,['Night-time transaction'],Night-time transaction,,,Night-time transaction
T9027029,2025-03-19 15:35:00,C101350,M101350,P2P,85.56,SG,22,0.463,0,4,6,12.9,0.203,0,0,0,True,True,72.0,1970-01-30,SME,CA,0.0,Low,0.236,Gaming,0.069,Online Banking,42.3397,Medium Risk,Analyst review,Review within 24 hours,"['High-risk transaction channel', 'Elevated device risk', 'High short-term transaction velocity']",High-risk transaction channel,Elevated device risk,High short-term transaction velocity,High-risk transaction channel | Elevated device risk | High short-term transaction velocity
T9003955,2025-03-30 10:15:00,C101351,M101351,Card Not Present,158.18,US,13,0.415,0,1,5,31.4,0.19,0,0,0,True,True,24.0,1970-01-22,Affluent,US,0.0,Low,0.222,Digital Wallet,0.228,Card Present,9.10325,Low Risk,Monitor / sample audit,Weekly monitoring,['Elevated device risk'],Elevated device risk,,,Elevated device risk
T9013667,2025-03-07 21:47:00,C101352,M101352,Online Banking,11.77,AE,14,0.496,0,2,9,2178.3,0.072,0,1,0,True,True,39.0,1970-06-05,Mass,SG,0.0,Medium,0.195,Fuel,0.398,Card Present,49.3093,Medium Risk,Analyst review,Review within 24 hours,"['Elevated device risk', 'High short-term transaction velocity', 'Geographic anomaly']",Elevated device risk,High short-term transaction velocity,Geographic anomaly,Elevated device risk | High short-term transaction velocity | Geographic anomaly
T9051823,2025-02-27 21:43:00,C101353,M101353,Card Present,72.73,US,3,0.183,0,0,0,25.1,0.163,1,0,0,False,True,,,,,,,,Electronics,0.012,Wire,12.4467,Low Risk,Monitor / sample audit,Weekly monitoring,['Night-time transaction'],Night-time transaction,,,Night-time transaction
T9061357,2025-02-08 00:45:00,C101354,M101354,Online Banking,875.52,US,3,0.346,0,0,4,3.2,0.075,1,0,0,True,True,66.0,1970-01-12,Mass,UK,0.0,Medium,0.128,Gaming,0.487,Card Present,14.14575,Low Risk,Monitor / sample audit,Weekly monitoring,"['Night-time transaction', 'Higher-risk merchant category']",Night-time transaction,Higher-risk merchant category,,Night-time transaction | Higher-risk merchant category
T9052212,2025-02-15 17:25:00,C101355,M101355,Card Not Present,41.41,AE,18,0.46,0,2,4,1.6,0.176,0,0,0,True,True,41.0,1970-07-09,Mass,US,1.0,High,0.039,Fuel,0.188,Card Present,14.1654,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated device risk', 'High short-term transaction velocity', 'Higher-risk merchant category']",Elevated device risk,High short-term transaction velocity,Higher-risk merchant category,Elevated device risk | High short-term transaction velocity | Higher-risk merchant category
T9010009,2025-01-22 01:06:00,C101356,M101356,Card Present,63.49,UK,13,0.188,0,2,4,9.1,0.292,0,0,0,True,True,35.0,1970-04-26,Mass,AE,1.0,Medium,0.199,Travel,0.427,Card Not Present,14.2273,Low Risk,Monitor / sample audit,Weekly monitoring,['High short-term transaction velocity'],High short-term transaction velocity,,,High short-term transaction velocity
T9054283,2025-01-15 16:10:00,C101357,M101357,P2P,22.84,US,5,0.27,0,1,4,40.6,0.364,1,0,0,True,True,36.0,1970-02-13,SME,SG,1.0,Low,0.33,Telecom,0.475,P2P,35.7311,Medium Risk,Analyst review,Review within 24 hours,"['Night-time transaction', 'High-risk transaction channel', 'Geographic anomaly']",Night-time transaction,High-risk transaction channel,Geographic anomaly,Night-time transaction | High-risk transaction channel | Geographic anomaly
T9046293,2025-04-11 10:50:00,C101358,M101358,Card Not Present,43.92,US,1,0.264,0,2,4,16.9,0.114,1,0,0,False,True,,,,,,,,Telecom,0.561,P2P,26.3366,Medium Risk,Analyst review,Review within 24 hours,"['Night-time transaction', 'High short-term transaction velocity']",Night-time transaction,High short-term transaction velocity,,Night-time transaction | High short-term transaction velocity
T9039912,2025-03-05 00:10:00,C101359,M101359,P2P,8.53,US,21,0.152,0,0,2,24.6,0.063,0,0,0,True,True,69.0,1970-03-25,SME,IN,1.0,Low,0.212,Telecom,0.374,P2P,16.41645,Low Risk,Monitor / sample audit,Weekly monitoring,['High-risk transaction channel'],High-risk transaction channel,,,High-risk transaction channel
T9055372,2025-04-17 17:48:00,C101360,M101360,P2P,86.27,IN,12,0.512,0,3,4,2.9,0.24,0,0,1,True,True,35.0,1970-03-27,Mass,US,0.0,Low,0.191,Luxury,0.261,Wire,35.2075,Medium Risk,Analyst review,Review within 24 hours,"['High-risk transaction channel', 'Elevated device risk', 'High short-term transaction velocity']",High-risk transaction channel,Elevated device risk,High short-term transaction velocity,High-risk transaction channel | Elevated device risk | High short-term transaction velocity
T9053986,2025-01-30 03:45:00,C101361,M101361,Online Banking,83.21,NG,8,0.134,0,0,6,745.6,0.06,0,0,0,True,True,58.0,1970-03-14,Affluent,US,1.0,Medium,0.144,Fuel,0.479,Online Banking,14.2265,Low Risk,Monitor / sample audit,Weekly monitoring,"['Geographic anomaly', 'Higher-risk merchant category']",Geographic anomaly,Higher-risk merchant category,,Geographic anomaly | Higher-risk merchant category
T9026048,2025-03-14 02:17:00,C101362,M101362,Card Not Present,55.4,IN,21,0.112,1,1,1,24.0,0.091,0,0,0,True,True,36.0,1970-01-21,Mass,AE,1.0,Low,0.196,Fuel,0.23,P2P,24.90165,Low Risk,Monitor / sample audit,Weekly monitoring,"['New device activity', 'Higher-risk merchant category']",New device activity,Higher-risk merchant category,,New device activity | Higher-risk merchant category
T9054423,2025-04-23 10:14:00,C101363,M101363,Online Banking,106.98,US,11,0.467,0,4,4,17.9,0.442,0,0,0,False,True,,,,,,,,Grocery,0.44,Online Banking,26.45155,Medium Risk,Analyst review,Review within 24 hours,"['Elevated device risk', 'Elevated merchant risk', 'High short-term transaction velocity']",Elevated device risk,Elevated merchant risk,High short-term transaction velocity,Elevated device risk | Elevated merchant risk | High short-term transaction velocity
T9050446,2025-02-02 04:41:00,C101364,M101364,Card Present,80.25,US,7,0.136,0,0,3,107.2,0.229,0,0,0,True,True,52.0,1970-06-24,Mass,AE,0.0,Medium,0.135,Gaming,0.074,Card Not Present,3.17635,Low Risk,Monitor / sample audit,Weekly monitoring,"['Geographic anomaly', 'Higher-risk merchant category']",Geographic anomaly,Higher-risk merchant category,,Geographic anomaly | Higher-risk merchant category
T9030127,2025-03-01 04:43:00,C101365,M101365,Online Banking,41.21,US,14,0.349,0,2,4,31.5,0.292,0,0,0,False,True,,,,,,,,Grocery,0.364,Wire,14.60355,Low Risk,Monitor / sample audit,Weekly monitoring,['High short-term transaction velocity'],High short-term transaction velocity,,,High short-term transaction velocity
T9064126,2025-03-22 01:31:00,C101366,M101366,Card Not Present,47.28,DE,12,0.169,0,1,3,3068.5,0.632,0,1,1,True,True,50.0,1970-04-25,Mass,IN,1.0,Medium,0.104,Fuel,0.122,Online Banking,53.66455,High Risk,Immediate escalation,Same day review,"['Elevated merchant risk', 'Geographic anomaly', 'Higher-risk merchant category']",Elevated merchant risk,Geographic anomaly,Higher-risk merchant category,Elevated merchant risk | Geographic anomaly | Higher-risk merchant category
T9013579,2025-01-16 04:45:00,C101367,M101367,Wire,38.85,SG,2,0.521,0,4,9,9.6,0.479,1,1,0,True,True,67.0,1970-06-22,Affluent,US,0.0,Medium,0.172,Fuel,0.075,Card Present,55.8461,High Risk,Immediate escalation,Same day review,"['Night-time transaction', 'High-risk transaction channel', 'Elevated device risk']",Night-time transaction,High-risk transaction channel,Elevated device risk,Night-time transaction | High-risk transaction channel | Elevated device risk
T9057171,2025-03-18 04:01:00,C101368,M101368,Card Present,21.47,US,13,0.166,0,3,7,27.8,0.069,0,0,0,True,True,34.0,1970-05-25,Mass,UK,0.0,Medium,0.048,Grocery,0.271,Card Present,21.968850000000003,Low Risk,Monitor / sample audit,Weekly monitoring,['High short-term transaction velocity'],High short-term transaction velocity,,,High short-term transaction velocity
T9027036,2025-01-04 03:16:00,C101369,M101369,Card Present,47.53,US,2,0.466,1,2,5,21.8,0.25,1,0,0,False,True,,,,,,,,Utilities,0.07,Card Not Present,44.980999999999995,Medium Risk,Analyst review,Review within 24 hours,"['New device activity', 'Night-time transaction', 'Elevated device risk']",New device activity,Night-time transaction,Elevated device risk,New device activity | Night-time transaction | Elevated device risk
T9054282,2025-04-18 22:25:00,C101370,M101370,Card Not Present,56.0,US,3,0.271,0,3,7,1.1,0.291,1,0,0,True,True,35.0,1970-01-28,Affluent,IN,1.0,Medium,0.028,Grocery,0.299,P2P,33.627900000000004,Medium Risk,Analyst review,Review within 24 hours,"['Night-time transaction', 'High short-term transaction velocity']",Night-time transaction,High short-term transaction velocity,,Night-time transaction | High short-term transaction velocity
T9061152,2025-01-03 08:39:00,C101371,M101371,Online Banking,125.67,IN,5,0.227,1,1,6,4.0,0.097,1,0,0,True,True,22.0,1970-02-01,Mass,IN,1.0,Low,0.272,Electronics,0.148,P2P,39.1313,Medium Risk,Analyst review,Review within 24 hours,"['New device activity', 'Night-time transaction']",New device activity,Night-time transaction,,New device activity | Night-time transaction
T9012169,2025-04-26 14:03:00,C101372,M101372,Online Banking,25.21,US,7,0.303,1,2,4,13.2,0.068,0,0,0,True,True,40.0,1970-05-18,Mass,CA,0.0,Low,0.097,Telecom,0.176,P2P,32.28395,Medium Risk,Analyst review,Review within 24 hours,"['New device activity', 'High short-term transaction velocity']",New device activity,High short-term transaction velocity,,New device activity | High short-term transaction velocity
T9063437,2025-02-21 13:55:00,C101373,M101373,Card Not Present,17.28,IN,7,0.201,0,0,2,6.8,0.427,0,0,0,True,True,35.0,1970-05-20,Affluent,US,1.0,Low,0.132,Gaming,0.377,Card Present,1.2163000000000002,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated merchant risk', 'Higher-risk merchant category']",Elevated merchant risk,Higher-risk merchant category,,Elevated merchant risk | Higher-risk merchant category
T9041333,2025-03-12 22:41:00,C101374,M101374,Card Not Present,6.99,US,14,0.261,0,0,5,33.5,0.176,0,0,0,True,True,56.0,1970-01-14,Mass,SG,1.0,Medium,0.103,Digital Wallet,0.163,Wire,3.09415,Low Risk,Monitor / sample audit,Weekly monitoring,['No major behavioural trigger'],No major behavioural trigger,,,No major behavioural trigger
T9013469,2025-01-28 05:30:00,C101375,M101375,Wire,39.17,CA,16,0.135,0,0,2,19.3,0.442,0,0,0,True,True,47.0,1970-03-18,Affluent,US,1.0,Low,0.436,Marketplace,0.583,P2P,16.38955,Low Risk,Monitor / sample audit,Weekly monitoring,"['High-risk transaction channel', 'Elevated merchant risk']",High-risk transaction channel,Elevated merchant risk,,High-risk transaction channel | Elevated merchant risk
T9042532,2025-04-20 17:02:00,C101376,M101376,P2P,8.56,UK,13,0.156,0,0,0,3.6,0.072,0,0,0,True,True,33.0,1970-06-15,SME,SG,1.0,Medium,0.172,Marketplace,0.263,Card Not Present,15.1038,Low Risk,Monitor / sample audit,Weekly monitoring,['High-risk transaction channel'],High-risk transaction channel,,,High-risk transaction channel
T9007976,2025-01-18 16:56:00,C101377,M101377,Card Not Present,50.82,US,18,0.088,0,6,6,1.6,0.469,0,0,0,True,True,61.0,1970-05-04,Mass,AE,1.0,Medium,0.094,Utilities,0.175,Wire,39.116350000000004,Medium Risk,Analyst review,Review within 24 hours,"['Elevated merchant risk', 'High short-term transaction velocity', 'Higher-risk merchant category']",Elevated merchant risk,High short-term transaction velocity,Higher-risk merchant category,Elevated merchant risk | High short-term transaction velocity | Higher-risk merchant category
T9006987,2025-04-08 20:22:00,C101378,M101378,Card Present,33.22,IN,18,0.136,0,1,4,1127.1,0.183,0,0,0,True,True,26.0,1970-04-09,Mass,US,1.0,Low,0.24,Gaming,0.024,P2P,24.96795,Low Risk,Monitor / sample audit,Weekly monitoring,"['Geographic anomaly', 'Higher-risk merchant category']",Geographic anomaly,Higher-risk merchant category,,Geographic anomaly | Higher-risk merchant category
T9001000,2025-04-04 09:00:00,C101379,M101379,Card Present,8.72,US,8,0.248,0,1,3,8.6,0.162,0,0,0,True,True,28.0,1970-01-28,Mass,US,1.0,Low,0.304,Utilities,0.216,Card Present,7.715299999999999,Low Risk,Monitor / sample audit,Weekly monitoring,['Higher-risk merchant category'],Higher-risk merchant category,,,Higher-risk merchant category
T9004639,2025-03-05 00:37:00,C101380,M101380,Online Banking,41.41,US,10,0.12,0,0,1,6.0,0.058,0,0,0,True,True,45.0,1970-07-10,Affluent,US,1.0,High,0.048,Digital Wallet,0.135,Online Banking,0.6286999999999999,Low Risk,Monitor / sample audit,Weekly monitoring,['No major behavioural trigger'],No major behavioural trigger,,,No major behavioural trigger
T9016483,2025-01-10 01:19:00,C101381,M101381,Online Banking,32.0,US,15,0.224,1,1,4,47.0,0.075,0,0,0,True,True,53.0,1970-04-14,Mass,IN,0.0,Low,0.096,Grocery,0.183,P2P,26.77225,Medium Risk,Analyst review,Review within 24 hours,"['New device activity', 'Geographic anomaly']",New device activity,Geographic anomaly,,New device activity | Geographic anomaly
T9014946,2025-04-23 23:06:00,C101382,M101382,Card Not Present,35.68,US,15,0.496,1,1,4,4.6,0.302,0,0,0,True,True,21.0,1970-06-04,Mass,US,1.0,Low,0.239,Luxury,0.155,Online Banking,26.2383,Medium Risk,Analyst review,Review within 24 hours,"['New device activity', 'Elevated device risk']",New device activity,Elevated device risk,,New device activity | Elevated device risk
T9062258,2025-01-11 22:30:00,C101383,M101383,Card Present,289.42,US,7,0.31,0,0,2,237.8,0.24,0,0,0,True,True,52.0,1970-01-20,Mass,US,1.0,Low,0.161,Gaming,0.295,Card Present,4.6805,Low Risk,Monitor / sample audit,Weekly monitoring,"['Geographic anomaly', 'Higher-risk merchant category']",Geographic anomaly,Higher-risk merchant category,,Geographic anomaly | Higher-risk merchant category
T9059542,2025-01-25 11:27:00,C101384,M101384,Online Banking,31.13,IN,3,0.187,1,0,4,2874.2,0.072,1,1,0,False,True,,,,,,,,Utilities,0.111,Card Not Present,75.17054999999999,High Risk,Immediate escalation,Same day review,"['New device activity', 'Night-time transaction', 'Geographic anomaly']",New device activity,Night-time transaction,Geographic anomaly,New device activity | Night-time transaction | Geographic anomaly
T9007208,2025-03-03 19:57:00,C101385,M101385,Online Banking,57.65,US,20,0.278,0,3,6,39.6,0.176,0,0,0,True,True,75.0,1970-06-19,Affluent,SG,1.0,Low,0.146,Gaming,0.249,Card Not Present,21.6899,Low Risk,Monitor / sample audit,Weekly monitoring,"['High short-term transaction velocity', 'Geographic anomaly', 'Higher-risk merchant category']",High short-term transaction velocity,Geographic anomaly,Higher-risk merchant category,High short-term transaction velocity | Geographic anomaly | Higher-risk merchant category
T9020003,2025-04-07 05:02:00,C101386,M101386,Online Banking,88.24,US,3,0.431,0,1,4,34.6,0.135,1,0,0,True,True,48.0,1970-07-17,Mass,US,1.0,Medium,0.031,Marketplace,0.12,Wire,20.647,Low Risk,Monitor / sample audit,Weekly monitoring,"['Night-time transaction', 'Elevated device risk']",Night-time transaction,Elevated device risk,,Night-time transaction | Elevated device risk
T9016394,2025-02-05 10:09:00,C101387,M101387,Card Not Present,44.94,IN,19,0.166,0,1,4,7.2,0.198,0,0,0,True,True,53.0,1970-07-19,SME,UK,1.0,Low,0.075,Electronics,0.02,Card Present,8.179200000000002,Low Risk,Monitor / sample audit,Weekly monitoring,['No major behavioural trigger'],No major behavioural trigger,,,No major behavioural trigger
T9062172,2025-03-31 08:22:00,C101388,M101388,Card Not Present,43.23,US,16,0.535,0,3,5,9.4,0.44,0,0,0,False,True,,,,,,,,Travel,0.309,Online Banking,20.84075,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated device risk', 'Elevated merchant risk', 'High short-term transaction velocity']",Elevated device risk,Elevated merchant risk,High short-term transaction velocity,Elevated device risk | Elevated merchant risk | High short-term transaction velocity
T9016597,2025-03-29 13:03:00,C101389,M101389,Card Not Present,18.38,US,23,0.136,1,2,5,4.0,0.02,1,0,0,True,True,53.0,1970-07-11,Mass,US,1.0,High,0.09,Digital Wallet,0.478,Card Not Present,44.597,Medium Risk,Analyst review,Review within 24 hours,"['New device activity', 'Night-time transaction', 'High short-term transaction velocity']",New device activity,Night-time transaction,High short-term transaction velocity,New device activity | Night-time transaction | High short-term transaction velocity
T9002867,2025-02-19 22:16:00,C101390,M101390,Card Present,32.11,SG,2,0.209,0,0,1,24.0,0.377,1,0,0,True,True,66.0,1970-06-26,Affluent,AE,0.0,Low,0.223,Travel,0.07,Card Present,12.9688,Low Risk,Monitor / sample audit,Weekly monitoring,"['Night-time transaction', 'Elevated merchant risk']",Night-time transaction,Elevated merchant risk,,Night-time transaction | Elevated merchant risk
T9011006,2025-03-29 10:43:00,C101391,M101391,Wire,341.71,US,0,0.37,0,2,5,17.8,0.201,1,1,1,True,True,32.0,1970-03-30,Mass,US,1.0,Low,0.267,Grocery,0.567,Online Banking,41.88965,Medium Risk,Analyst review,Review within 24 hours,"['Night-time transaction', 'High-risk transaction channel', 'High short-term transaction velocity']",Night-time transaction,High-risk transaction channel,High short-term transaction velocity,Night-time transaction | High-risk transaction channel | High short-term transaction velocity
T9062580,2025-04-09 07:22:00,C101392,M101392,Wire,266.93,US,17,0.287,0,2,7,10.5,0.604,0,0,0,True,True,22.0,1970-03-13,Mass,US,1.0,Low,0.152,Electronics,0.475,Card Not Present,30.819850000000002,Medium Risk,Analyst review,Review within 24 hours,"['High-risk transaction channel', 'Elevated merchant risk', 'High short-term transaction velocity']",High-risk transaction channel,Elevated merchant risk,High short-term transaction velocity,High-risk transaction channel | Elevated merchant risk | High short-term transaction velocity
